mean_u__wind,mean_v__wind,month_end,month_init,time_finish,time_start,year
-1.0323634444466097,-0.5046349294791739,2,1,2000-02-29,2000-01-13,2000
-1.4145862477440991,-0.14351276391170198,8,2,2000-08-24,2000-02-29,2000
-1.8026317481182699,0.28004979763884225,9,8,2000-09-28,2000-08-24,2000
-1.286616513830559,0.021453035867997138,1,9,2001-01-05,2000-09-28,2000
-1.4055477105767622,-0.5930465471434904,2,1,2001-02-14,2001-01-05,2001
-1.51933178157338,-0.17884750281089187,8,2,2001-08-05,2001-02-14,2001
-1.3887208403102935,-0.11109004356128313,9,8,2001-09-07,2001-08-05,2001
-1.8165920023342976,0.163258578711502,12,9,2001-12-27,2001-09-07,2001
-1.31469132799369,-0.5025667180444047,2,12,2002-02-26,2001-12-27,2001
-1.699834873949071,-0.19290776219572778,8,2,2002-08-19,2002-02-26,2002
-2.4035406655047358,-0.029700118346303754,9,8,2002-09-18,2002-08-19,2002
-1.641473453796486,0.03386644312615122,12,9,2002-12-31,2002-09-18,2002
-1.91577105240948,-0.374960264871986,3,12,2003-03-14,2002-12-31,2002
-1.4769386454237377,-0.1812694818416532,8,3,2003-08-12,2003-03-14,2003
-1.1277774141980457,0.016394476181844964,9,8,2003-09-18,2003-08-12,2003
-1.2244755515402233,0.1611996192089901,1,9,2004-01-12,2003-09-18,2003
-1.3098463189212182,-0.3140286913147429,3,1,2004-03-08,2004-01-12,2004
-1.4972569030910063,-0.10677063455116326,7,3,2004-07-19,2004-03-08,2004
-1.5069848521020008,-0.16172717088611577,9,7,2004-09-10,2004-07-19,2004
-1.2074144128354374,0.2021806450745627,1,9,2005-01-08,2004-09-10,2004
-1.0625351052742795,-0.17472432893813208,2,1,2005-02-24,2005-01-08,2005
-1.4931845315873429,-0.24432880753573663,7,2,2005-07-13,2005-02-24,2005
-1.2813385490964302,-0.5564348405840144,8,7,2005-08-12,2005-07-13,2005
-1.3233272303241383,0.04970274556339584,12,8,2005-12-23,2005-08-12,2005
-1.2098947954104846,-0.30952103796044395,2,12,2006-02-02,2005-12-23,2005
-1.3660994857029447,-0.24410947331729413,8,2,2006-08-03,2006-02-02,2006
-1.5856600928150097,-0.00020252708429753996,12,8,2006-12-23,2006-08-30,2006
-1.3915212701236994,-0.21972676468159005,2,12,2007-02-24,2006-12-23,2006
-1.3761847700383172,-0.28751215383607676,8,2,2007-08-06,2007-02-24,2007
-1.4140702615052587,-0.22018091895363545,9,8,2007-09-04,2007-08-06,2007
-1.2936201011308301,-0.17782478107470356,12,9,2007-12-19,2007-09-04,2007
-1.240554055310614,-0.45744384427157847,1,12,2008-01-30,2007-12-19,2007
-1.168794418273329,-0.36920033327082497,8,1,2008-08-07,2008-01-30,2008
-1.4279188974423154,0.01997170529152236,9,8,2008-09-06,2008-08-07,2008
-0.6897530315815686,0.09130664579152384,12,9,2008-12-11,2008-09-06,2008
-1.3121341001120146,-0.3983249947638872,1,12,2009-01-21,2008-12-11,2008
-1.6175488406916314,-0.2185961406025185,8,1,2009-08-29,2009-01-21,2009
-2.4331345625253977,-0.01696800519893695,9,8,2009-09-19,2009-08-29,2009
-1.968169061736993,-0.27651231489478717,1,9,2010-01-02,2009-09-19,2009
-1.7939906456495722,-0.32493566153048375,3,1,2010-03-07,2010-01-02,2010
-1.072049429408555,-0.17745553071436831,7,3,2010-07-24,2010-03-07,2010
-1.0311220114731519,-0.7851785871673274,8,7,2010-08-20,2010-07-24,2010
-1.2217864392923863,-0.3428918045059748,1,8,2011-01-17,2010-08-20,2010
-1.1075621318986704,-0.4571402246707298,2,1,2011-02-23,2011-01-17,2011
-1.4678480775866358,-0.287115609079475,8,2,2011-08-07,2011-02-23,2011
-1.2515100216011545,0.03840351826967166,12,8,2011-12-26,2011-08-31,2011
-0.8982180419239213,-0.20206644231756046,1,12,2012-01-26,2011-12-26,2011
-1.5509693090155179,-0.1372260690335416,8,1,2012-08-11,2012-01-26,2012
-2.1978270824509436,0.090032202495641,9,8,2012-09-05,2012-08-11,2012
-1.475387334212108,0.07540898954771762,1,9,2013-01-08,2012-09-05,2012
-1.5606285249036849,-0.30953685341238163,2,1,2013-02-12,2013-01-08,2013
-1.4682450258203203,-0.24140218637544825,8,2,2013-08-20,2013-02-12,2013
-1.374423958849253,-0.10822253373450186,9,8,2013-09-24,2013-08-20,2013
-1.1766086337962167,-0.07502585151541082,12,9,2013-12-05,2013-09-24,2013
-1.5279942322891387,-0.3587264790520134,2,12,2014-02-02,2013-12-05,2013
-1.9367360326634855,-0.3228848275396419,9,2,2014-09-02,2014-02-02,2014
-1.7814510039686577,0.18723955643193865,12,9,2014-12-18,2014-09-29,2014
-1.65878033609433,-0.3047030986970733,2,12,2015-02-10,2014-12-18,2014
-1.9736381468493949,-0.3569319499930899,9,2,2015-09-02,2015-02-10,2015
-2.3629365850794937,-0.44983280111317486,2,9,2016-02-23,2015-09-21,2015
-1.5346930758994046,-0.27660081528953645,4,2,2016-04-02,2016-02-23,2016
-1.5539386916349986,-0.2266076868410064,7,4,2016-07-20,2016-04-02,2016
-1.1706855284625557,-0.12273548522436355,9,7,2016-09-02,2016-07-20,2016
-1.3402386063203129,0.1061630588739116,1,9,2017-01-01,2016-09-02,2016
-1.210449008431586,-0.44806533005630117,2,1,2017-02-01,2017-01-01,2017
-1.496695066018424,-0.4101122937999464,8,2,2017-08-03,2017-02-01,2017
-1.6449119246729322,-0.10949735428245076,12,8,2017-12-31,2017-08-27,2017
-1.1236080585834731,-0.5914108314264122,2,12,2018-02-17,2017-12-31,2017
-1.4627932284801826,-0.4211419429872869,8,2,2018-08-15,2018-02-17,2018
-1.64188613833115,-0.2924724683445081,9,8,2018-09-16,2018-08-15,2018
-1.752077150123998,-0.26681375481325514,12,9,2018-12-09,2018-09-16,2018
-1.6290739480717658,-0.5227828525228385,1,12,2019-01-23,2018-12-09,2018
-1.6806817008118882,-0.41004629413898597,8,1,2019-08-22,2019-01-23,2019
-1.9526669360858533,-0.2534714462609174,9,8,2019-09-18,2019-08-22,2019
-1.2090911217687608,0.04305190104606177,12,9,2019-12-07,2019-09-18,2019
-1.4642171150294132,-0.5531382907398371,2,12,2020-02-07,2019-12-07,2019
-1.3380525778357402,-0.3021003662550314,8,2,2020-08-08,2020-02-07,2020
-1.8963570374603052,-0.3404116104347537,9,8,2020-09-04,2020-08-08,2020
-1.4543881826396023,-0.2305426667671758,12,9,2020-12-23,2020-09-04,2020
-1.1823703647076025,-0.4243958436016131,1,12,2021-01-27,2020-12-23,2020
-1.1801520341852447,-0.4002054265534337,8,1,2021-08-30,2021-01-27,2021
-1.3971400083745538,-0.03124415528722655,9,8,2021-09-26,2021-08-30,2021
-1.1032556711098658,-0.12143314404649196,11,9,2021-11-22,2021-09-26,2021
-0.9649147160008972,-0.30573074983461757,1,11,2022-01-01,2021-11-22,2021
-1.2538261562025728,-0.4142155098593089,8,1,2022-08-24,2022-01-01,2022
-2.1672999285172243,-0.2773455785638498,9,8,2022-09-16,2022-08-24,2022
-1.1286486675354408,-0.2608783457796705,1,9,2023-01-09,2022-09-16,2022
-1.1435579357872645,-0.6949316597714716,2,1,2023-02-15,2023-01-09,2023
-1.6044709059300162,-0.2578312890124444,8,2,2023-08-01,2023-02-15,2023
-2.0543318857545376,-0.2839521759965702,8,8,2023-08-25,2023-08-01,2023
-2.077204007114916,-0.1954695425594907,1,8,2024-01-26,2023-08-25,2023
-1.9102428709106107,-0.190819688900328,3,1,2024-03-25,2024-01-26,2024
-1.369803964214407,-0.20257116454676286,4,3,2024-04-06,2024-03-25,2024
-1.321463943476651,-0.26609254461013304,5,4,2024-05-30,2024-04-06,2024
-1.9078886644646549,-0.32421856051810216,12,05,2025-01-01,2024-05-30,2024
